"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PLPP5",-0.450050493462275,3.91776215731508,-4.10336422734284,0.000148922463357756,0.0422187930422217,0.863841812822532
"NCMAP-DT",-0.558651181801872,4.02649916497205,-4.09977075759045,0.000150663752062437,0.0422187930422217,0.847583777152781
"GZMK",-0.757556011816542,6.84132026462622,-4.09197980398566,0.00015450705194597,0.0422187930422217,0.658848165417424
"PRKCQ-AS1",-0.393150873651581,6.88548984276363,-4.08584269180687,0.000157601238280907,0.0422187930422217,0.632797680812781
"NFIL3",1.03555645785768,2.72138335711917,4.08123648646351,0.00015996293464672,0.0422187930422217,0.829637431502629
"MIAT",0.497171229292118,5.160845940913,4.07070190273329,0.000165493822927379,0.0422187930422217,0.680755333347594
"XIST",-3.09189759460849,4.62678575487486,-4.06099138060585,0.000170755810547902,0.0422187930422217,0.741190051043029
"KLRD1",1.39495616670512,2.97173472973213,4.0570974447205,0.000172911077516921,0.0422187930422217,0.761588672669976
"RBM15",0.613942449840556,3.62480554300095,4.05639279099262,0.000173303903139316,0.0422187930422217,0.738264442794164
"PLXND1",0.940237576132764,2.69148969818275,4.05598719806857,0.000173530402047982,0.0422187930422217,0.757032402489497
"JPX",-0.394562821594967,6.57081317392387,-4.05206087071678,0.000175737885529214,0.0422187930422217,0.544454532243635
"C1orf21",1.58204010927396,2.93603954729955,4.03662971096018,0.000184680035860305,0.0436275804713995,0.7032227486756
"PRSS23",1.97051755221447,1.5040431196421,4.02803286774614,0.000189851184188766,0.043930077144326,0.569256756191938
"AC244213.1",2.48485628090479,1.01218709635423,4.02426874602264,0.00019215921990604,0.043930077144326,0.475319524464314
"CPNE3",-0.368948617138681,5.52939464259985,-4.00453925901051,0.000204707727719314,0.044772073425551,0.46063255991408
"PDE12",0.444386893256561,5.04885939957817,4.00379453109992,0.000205196593196611,0.044772073425551,0.487778487561696
"AC010889.1",1.62190342666273,-0.80791310530388,4.00136394371488,0.000206799984071939,0.044772073425551,0.0576227271840226
"SMIM13",0.658197556855262,3.07127406042214,3.99147578253209,0.000213448729485761,0.044772073425551,0.571059013037038
"FTO",-0.493423565569039,3.21017647471936,-3.98992147002659,0.000214512462073559,0.044772073425551,0.564273177419575
"LDLRAP1",-0.685544006843023,4.8936577739168,-3.98712008303287,0.00021644261759874,0.044772073425551,0.455067720411007
"AC018926.2",0.68691593351671,2.39657801872953,3.98494400434018,0.000217953511102231,0.044772073425551,0.547845596005481
"TMEM123",-0.30180012305856,7.79338411320801,-3.97592351429081,0.000224326050790309,0.045422820627169,0.264997968791142
"TMCC3",1.59852438429627,0.429849594963578,3.96021454854888,0.0002358559584431,0.0470848219010212,0.220254395226753
"MCOLN2",0.645429566948229,3.03757870859577,3.95532001391562,0.000239563931704033,0.0471608217774022,0.468288665061592
"CLUAP1",-0.671564294086728,3.58506015847896,-3.95066970042363,0.000243139014539597,0.0472089368778664,0.435775848404929
"KDM5D",2.84530276087998,2.83861876120942,3.94568246255121,0.000247030374529005,0.0473163314672179,0.442409277769893
"GLS",0.290230614751149,6.62279166240599,3.94067936507597,0.000250994509981616,0.047434615793059,0.20463523698173
"TMEM14C",-0.579927386754182,5.36140146417811,-3.91647832618694,0.00027105316342183,0.0499868056111552,0.213677068885082
"PPFIBP1",-1.08690196545257,0.334747303565784,-3.91493447408161,0.000272383948508912,0.0499868056111552,0.0784343024716136
"NPEPL1",0.401172212009855,3.72374775478318,3.90966952015192,0.000276969864940928,0.0499868056111552,0.304839934701609
"NCK2",-0.384183877880917,6.43693197154822,-3.90781176390137,0.000278605731852777,0.0499868056111552,0.119069009553287
"LINC00278",2.09169947371109,0.653578003109817,3.90110558575519,0.000284588841822479,0.0504043350633406,0.106561834930584
"CCL5",0.685415420674806,8.85372612014473,3.89556424274918,0.000289626056571911,0.0504043350633406,-0.00425289919798999
"LILRB1",1.37799107699496,0.943859717039484,3.89194824939267,0.000292959333125408,0.0504043350633406,0.137246854170066
"UBN1",0.354556227112038,5.59119713028326,3.88543373601988,0.000299058103478391,0.0504043350633406,0.0999732617076514
"LZIC",-0.316932951391906,5.00951414874087,-3.88542225337533,0.000299068960648505,0.0504043350633406,0.143322863108555
"AC022916.1",-0.936136431877569,1.47824659514063,-3.88042021987797,0.000303834847671647,0.0504043350633406,0.184032535714496
"ADI1",-0.488110598830269,5.14273907198239,-3.8783531360522,0.000305825653693191,0.0504043350633406,0.114655173563538
"PICALM",0.391341800231022,4.84615812697997,3.85855151581114,0.000325544777234462,0.053037605431279,0.0730092031034699
"ARL6IP6",-0.546035965792151,3.91055807550038,-3.8502883500167,0.000334130928998452,0.0538178612230006,0.12530265088158
"SYNE1",0.551437550027204,6.13696990660489,3.82902812708052,0.000357236693330747,0.0568929538344945,-0.100096827338432
"ZBTB11",0.544520901528616,5.4650202574679,3.81891525994068,0.000368760191998747,0.058075632904336,-0.0865951187482539
"TBKBP1",0.850726316914869,1.1766824686398,3.81091360694617,0.000378130725152736,0.0588969769045591,-0.0377620026340022
"PALLD",1.38541023089928,0.351912016379497,3.79954392589739,0.000391840512485181,0.0595347668066247,-0.192400510659929
"TGFBR3",0.618397679082283,4.19826942299248,3.79752961453249,0.000394318762704825,0.0595347668066247,-0.0528117883584498
"LTB",-0.413271319697409,10.3683461049616,-3.79711858734477,0.000394826307310761,0.0595347668066247,-0.332665902399913
"TRAT1",-0.391563538950008,6.41272081235243,-3.77629461710699,0.000421378865149387,0.0626396100918771,-0.267500571105024
"FCMR",-0.468842770729247,5.94544637383456,-3.77411459889244,0.000424255860647679,0.0626396100918771,-0.245899609436322
"HIST1H2BO",1.18052609939972,-0.735233546801528,3.76781197794811,0.00043268011556142,0.063224824308944,-0.459262943784887
"ARHGAP26",0.573358842673435,4.12923815294473,3.7625720730198,0.000439806108226398,0.0632709693454584,-0.147179381941531
"NMUR1",1.43812248369492,-0.492532373821279,3.76103071034073,0.000441923660589839,0.0632709693454584,-0.435675693672779
"CHAF1B",0.871078486709316,1.19879651841047,3.73546378200121,0.000478510048043573,0.067824014209696,-0.225249049807339
"RNF214",-0.460099456489281,4.98179757421149,-3.72450875014866,0.000495061777402672,0.0694753032960939,-0.319739635142785
"PPM1L",0.902470953681649,1.24826472644717,3.71576056879762,0.000508672580778805,0.0705874973310111,-0.264257715177148
"ZCCHC8",0.421059719051773,5.04596548785635,3.71305949711233,0.000512947102094973,0.0705874973310111,-0.362944421011359
"MPI",-0.588449277509229,3.23943950262273,-3.7076953177798,0.000521538502621138,0.0710796801553078,-0.234084240382758
"CNEP1R1",0.406015776563703,3.99577584516834,3.69502482688192,0.000542383581394052,0.073216617930279,-0.328421483795251
"GPR141",1.49475481926856,-0.114062045908074,3.68815800682983,0.000554012218786681,0.0740808414064379,-0.52829360585794
"KIF20B",0.700841766738996,5.55472343390875,3.68237834293815,0.000563984778606576,0.0747095350651365,-0.487730238935468
"ZFY",2.77445066798009,2.05570739320984,3.66653524231041,0.000592211721408713,0.0777223049930287,-0.340373159568223
"TTC16",0.931386644162602,2.06833938214913,3.6609187799399,0.000602539635303884,0.0783522641357547,-0.342972595807586
"AL133230.1",1.08115587338347,-0.899725369415968,3.65689553125477,0.000610043713036541,0.0786069053507267,-0.729350516494716
"IL7R",-0.36425795665,10.0613232461594,-3.65301262769666,0.000617370882366675,0.0788343683483356,-0.745644468601025
"AL731563.3",1.08535867498085,-0.231515447295378,3.64510730316673,0.000632549912998627,0.0793714494752813,-0.660446518887183
"TP53INP2",0.991890523877461,1.45139253806752,3.64499068902252,0.000632776477402765,0.0793714494752813,-0.423752146795379
"GMNN",0.755206565406606,2.6903995465406,3.64051633343204,0.000641528444779925,0.0794575277171375,-0.397062142376493
"CD83",1.17559860945143,3.40016659797137,3.63892224098264,0.000644674452340257,0.0794575277171375,-0.438080142480997
"EIF2S3",-0.331011465671065,7.43973328803563,-3.62059392142776,0.000681924062158197,0.0830341982143928,-0.766777925472424
"PLD6",-0.662501479026748,2.17402440008921,-3.61482877848315,0.000694060766842736,0.0830341982143928,-0.46298563671212
"CPNE2",-0.634400211689962,2.71929517579645,-3.61239870170031,0.000699238222319175,0.0830341982143928,-0.471949937246326
"ZNF75A",-0.393445167348839,4.01987735578219,-3.61220206721654,0.000699658778731405,0.0830341982143928,-0.559514275481757
"SLC25A4",0.609850693609906,2.56912838847079,3.61065102264895,0.000702984604608941,0.0830341982143928,-0.474688419996412
"AL133477.2",0.65769929283278,2.8401440101716,3.5974688943485,0.000731867419439192,0.0852127015516985,-0.518399150113764
"CENPP",0.903042078224508,0.87049994603401,3.59676014099394,0.000733452066410838,0.0852127015516985,-0.61345261866649
"ITCH",0.328800123333269,4.71639019209511,3.59400055430617,0.000739653331542403,0.0852345229372522,-0.673814400946934
"LINC02062",0.951952035696742,0.113505606041035,3.58620652532848,0.000757439801626351,0.0854183439651076,-0.741078976034476
"ANKRD52",0.443553327901487,2.63162510913188,3.58546193432243,0.000759160244276176,0.0854183439651076,-0.543253924029626
"HAX1",-0.276967005927532,6.02747096763211,-3.58342689008099,0.000763881472237341,0.0854183439651076,-0.799574262510303
"MESD",-0.44348355970747,5.36192852695578,-3.58061252985487,0.000770456956384962,0.0854183439651076,-0.758742761307362
"TAGLN",0.786433707129489,0.871027430123147,3.58021906132869,0.000771380557890065,0.0854183439651076,-0.646540285463808
"CMTM8",-0.806709437534276,3.830929292246,-3.57602529229953,0.000781290711088941,0.0858201882885377,-0.639086616749016
"ADTRP",-0.949472570090078,2.52976105870097,-3.57248241111736,0.00078975748689778,0.0858201882885377,-0.573532341202316
"MLLT3",-0.332671770053157,5.38014134028894,-3.57106316271074,0.00079317374529409,0.0858201882885377,-0.788878428503171
"RHOT1",-0.371238879738182,3.71379695543045,-3.56560497035363,0.000806444156231127,0.0865949959880303,-0.661038090283014
"KCTD2",0.498979356681819,2.93647650244498,3.562696582408,0.000813601637723304,0.0867066888202264,-0.617370850375838
"ANK1",-0.904700268416347,1.07812482052941,-3.55649646205161,0.000829063128330789,0.0871103940801176,-0.684760531768552
"TCF7",-0.359174816073525,7.62229132101379,-3.55343309625296,0.000836805573202589,0.0871103940801176,-0.964838262259383
"FAM111B",1.2408072542476,0.0780890721559153,3.55069952427742,0.000843772750744159,0.0871103940801176,-0.824890667207979
"ARMH1",-0.454221006125029,4.92352503544991,-3.55031718134898,0.000844751650330847,0.0871103940801176,-0.809416178272302
"ATAD2",0.613468394691237,4.9679092466648,3.54889011926837,0.000848414895747869,0.0871103940801176,-0.82027274485394
"ACSL6",-0.610510312378841,3.58738793318387,-3.54662349532793,0.000854264482653898,0.0871103940801176,-0.699092988939923
"CENPU",0.810454052635357,1.68535987358213,3.53624308488195,0.000881549250703994,0.0892505648534172,-0.683592714650186
"NCF1",-0.373692162658828,5.08001129578659,-3.5336942737292,0.000888374882333392,0.0893037275332872,-0.868642147268907
"CCDC88C",0.354721067985014,6.38712894364069,3.52654388620962,0.000907793667887354,0.0899680138814213,-0.984416993209162
"KRTAP5-AS1",1.08179990155779,-0.223767438815331,3.52530598473822,0.000911196390600952,0.0899680138814213,-0.933993414070889
"MFGE8",-0.471889788536509,3.28341657308847,-3.52428020384689,0.000914025257437891,0.0899680138814213,-0.738466168149239
"USP24",0.422455922827324,4.58670181986431,3.51736450508993,0.000933316990593712,0.0906216886945772,-0.875977293962293
"MARK3",0.29052190688111,5.4655193393463,3.51731614096663,0.000933453262975044,0.0906216886945772,-0.948519221508842
"MYLIP",0.567869474406661,5.41864858362817,3.51126006924174,0.000950667863669813,0.0916650768684077,-0.960802112013676
"IL2RA",-0.55625321206168,4.11846858796736,-3.5046207117766,0.000969888300960544,0.0927665692442958,-0.863539427922953
"WDR63",1.16824983529377,-1.2049183474917,3.4974705711057,0.000991001622203663,0.0927665692442958,-1.11779954237299
"SMAD7",0.964481586367414,4.94156710531543,3.49148274320233,0.00100901921690238,0.0927665692442958,-0.976977128162099
"KLHL15",0.673362638221312,2.62925057871389,3.49102731725546,0.00101040231298413,0.0927665692442958,-0.793547271812175
"DUSP16",-0.419985449330942,4.70359211035623,-3.48573195682558,0.00102661716390851,0.0927665692442958,-0.968778646013425
"GXYLT1",0.412219738817501,4.39067915041614,3.48435396327567,0.00103087718589333,0.0927665692442958,-0.9497226191218
"TRAV23DV6",-1.15685684551767,-0.511575390372259,-3.48353556922955,0.00103341519152421,0.0927665692442958,-1.06244357980636
"FUT11",0.542892568532615,2.69160362712929,3.48165491911386,0.00103927004907703,0.0927665692442958,-0.821279921710048
"LXN",-0.797116497411408,2.0285731018658,-3.48052903262204,0.0010427902796352,0.0927665692442958,-0.812686032345132
"DDX43",1.13871933094651,0.741396745108363,3.4801117026734,0.00104409799967401,0.0927665692442958,-0.905552645414236
"PROK2",1.28670563222113,1.77463110074436,3.47996542576033,0.00104455673391429,0.0927665692442958,-0.819772316784253
"NME8",1.43835213029053,-0.673231486449539,3.47738925081634,0.00105266733120776,0.0927665692442958,-1.09592338192722
"CSTF3",-0.586981784425258,3.58720742424801,-3.47472258286115,0.00106112600396673,0.0927665692442958,-0.89406285626283
"NUDT16",-0.580026763271308,2.65873504449302,-3.47454132666494,0.00106170329265854,0.0927665692442958,-0.836482108712139
"PCMTD2",-0.322605261198992,4.99600492340457,-3.47364025365308,0.00106457759225408,0.0927665692442958,-1.02850372172128
"USP40",-0.7746958332588,1.34966130078491,-3.47294231878075,0.0010668090014689,0.0927665692442958,-0.866969289271092
"TNFAIP8",-0.344402538935967,7.15348675768244,-3.46634212474077,0.00108813229604705,0.0936495577049176,-1.18961868781141
"ATG4A",-0.579275923084765,2.55387056922334,-3.46540987495064,0.00109117663911785,0.0936495577049176,-0.856191482732066
"HK1",-0.376395285903538,4.49274894371939,-3.46369901427144,0.00109678471701823,0.0936495577049176,-1.01073217588414
"FAM8A1",0.445151002634083,3.78942149332591,3.45867237696487,0.00111342088109724,0.0937743013427465,-0.963363104125835
"B3GAT1",1.4264344801583,-0.219740189653155,3.45545060826689,0.00112420969150883,0.0937743013427465,-1.08759751374299
"TNFSF13B",-0.723658283130764,3.14709267268402,-3.45544582654292,0.00112422577789285,0.0937743013427465,-0.911864432407128
"GYS1",-0.766438958863567,1.13294996866596,-3.45530209484628,0.00112470941359298,0.0937743013427465,-0.925019368974349
"KANK1",-1.21645029969549,0.945672444427396,-3.45216637026419,0.00113531008397232,0.0941045914048169,-0.953468730538996
"RNF38",0.427837088931489,4.86677560541882,3.44531984367207,0.00115878699451463,0.094985587615831,-1.09931378764991
"MAPK6",0.477495082139813,4.25937031382857,3.4451597304818,0.00115934151668822,0.094985587615831,-1.04421973828902
"FGR",0.707071312771786,2.29042027574996,3.43762216809102,0.00118573409166821,0.0960671282922851,-0.923906626263737
"TMEM87B",-0.587086009394152,3.61535273732646,-3.43417370088763,0.00119799848426836,0.0960671282922851,-1.00857338933655
"AC005842.1",-0.966821911138018,3.54039308433253,-3.4328937572073,0.00120258120530805,0.0960671282922851,-1.0003963255368
"IL18R1",-0.535958890362286,3.31441228353561,-3.43218908397892,0.00120511133558237,0.0960671282922851,-0.986783259110109
"TSIX",-2.25752980285598,0.303063320717505,-3.43182218052848,0.00120643070664786,0.0960671282922851,-1.06733950472027
"ZC3H18",0.287329615625777,5.48131666086612,3.42754381809104,0.00122191730303547,0.0967567366101945,-1.19811634561194
"AC004241.3",0.731659075754357,0.75235057590475,3.41860968156663,0.00125486838162128,0.0985888522702307,-1.04595521286911
"LGALS3BP",-0.537664688423473,3.45263824067943,-3.41751434799588,0.001258965871378,0.0985888522702307,-1.03806387753934
"PNPLA4",-0.731011357264032,1.80901290881029,-3.40478672536122,0.00130752022955393,0.100475960438092,-1.00955356349161
"CA5B",-0.38812485760499,5.34408818424632,-3.40425871275425,0.00130957249082383,0.100475960438092,-1.24738514203825
"ITGAM",0.871718498991698,2.51998665055759,3.40175710483267,0.00131933732770644,0.100475960438092,-1.02151378405211
"EPPK1",-1.06097683893728,0.321306349246038,-3.39959613823137,0.00132782815210414,0.100475960438092,-1.13024092957228
"GSTM3",-0.625141993040877,2.85169118757192,-3.39906873742539,0.00132990827179664,0.100475960438092,-1.04244665506265
"ATL2",0.523805155542133,3.76515241381129,3.39864820208243,0.00133156912187287,0.100475960438092,-1.12250170527765
"OTUD7A",0.791362897502194,1.21772124628032,3.39802861355534,0.00133401969755067,0.100475960438092,-1.05653930270143
"KNL1",0.850878989646857,1.59400605877211,3.39657797366799,0.00133977398919143,0.100475960438092,-1.03584801746807
"ZNF451",0.40857575294713,5.84371746773329,3.39242156875837,0.00135639216025559,0.101186855155067,-1.32095590639612
"AL078622.1",-1.0398114983332,-1.0701080374004,-3.38978421083421,0.00136703819668708,0.101447117276663,-1.31400519749158
"HEIH",-0.434879882456181,4.01037984247654,-3.37847919264903,0.0014135780361608,0.102568340492641,-1.19540630060439
"Z95331.1",0.509739136546868,2.84360544414438,3.37810700953709,0.00141513550488974,0.102568340492641,-1.09983742558657
"ILKAP",0.303336787091658,5.04776658758531,3.3766270162098,0.00142134494292681,0.102568340492641,-1.30174103097285
"EPS8L2",-0.452545787247631,3.40743770579025,-3.37509821691252,0.00142778630337316,0.102568340492641,-1.14731886431465
"PLCXD2",0.714388831401001,1.63477838336499,3.37428985261914,0.00143120341150012,0.102568340492641,-1.08930702655541
"MFHAS1",-0.452343711589586,4.57485351917313,-3.37196759044496,0.00144106328556287,0.102568340492641,-1.26787500571095
"AL133453.1",-0.387101443192562,5.00978831650092,-3.36645015716307,0.00146474841743337,0.102568340492641,-1.32174635742092
"IFNGR1",0.469778442853229,4.73682932840022,3.36232172222374,0.00148271200188097,0.102568340492641,-1.31404339436076
"TESC",0.598689348481876,3.00177823203759,3.36021009539212,0.00149198068467276,0.102568340492641,-1.15782920823064
"ATP8A1",0.548953418069712,3.8935724811087,3.36018057191621,0.00149211066253642,0.102568340492641,-1.23812558402646
"CCL4",1.04139834325411,4.0706102642666,3.35797439796119,0.00150185385204877,0.102568340492641,-1.25934227991133
"EPHA1-AS1",-0.605376965334711,3.24526562914334,-3.35729571943469,0.00150486323806503,0.102568340492641,-1.17852255435862
"RTTN",0.461870524668031,2.69882314310017,3.35391607578991,0.00151993456086188,0.102568340492641,-1.15393702500674
"GZF1",0.612570577364953,2.84138281154104,3.35121208394205,0.001532095833472,0.102568340492641,-1.16984473931484
"SPINT2",-0.441149380094503,4.59425677279633,-3.35088509854835,0.00153357269758585,0.102568340492641,-1.32545608696127
"AC099811.5",0.931495993983915,0.830109694908238,3.35051370184667,0.00153525178768754,0.102568340492641,-1.19973319645678
"TRMT6",-0.450625784656098,3.7310735106347,-3.34976558759272,0.00153863931801621,0.102568340492641,-1.24459928994718
"WDR12",-0.776723322149832,2.36832190024101,-3.34939419086181,0.0015403236684777,0.102568340492641,-1.14853268888201
"LINC00667",-0.298550284266339,4.78410861182739,-3.34835454536713,0.00154504794946483,0.102568340492641,-1.35137356069513
"MVB12B",0.778979848837226,1.77213620347757,3.34720466650604,0.00155028914669962,0.102568340492641,-1.15214094854878
"S1PR5",1.35268891281968,1.97676237070258,3.34521959654747,0.00155937687692026,0.102568340492641,-1.15462733902238
"SLCO4C1",1.19429932328142,-0.35232873039764,3.3432968146641,0.00156822759078966,0.102568340492641,-1.34186613121367
"RAPGEF2",0.502405327994737,3.08579438244294,3.34268812179836,0.00157103936219735,0.102568340492641,-1.21024860994024
"DPEP2",-0.397197839090138,4.00152465400502,-3.34159776736011,0.00157608805491112,0.102568340492641,-1.29229406363039
"CALM3",-0.263099393131477,6.82824930967735,-3.33991740663047,0.00158389879541888,0.102568340492641,-1.52206742728866
"ZNF3",0.453052927457017,2.89461141633072,3.33847005530413,0.00159065585089362,0.102568340492641,-1.20711820702711
"RAB5IF",0.391865691247254,6.02021978245481,3.33774257988606,0.00159406242807588,0.102568340492641,-1.4819620822616
"PSME4",0.496874518403447,4.72082665727184,3.33657478351602,0.00159954537794815,0.102568340492641,-1.38192963889304
"ZNF444",-0.521036405630142,2.71514157422835,-3.3358612581537,0.00160290426146538,0.102568340492641,-1.19812248585074
"COX15",-0.449478134344127,3.01368455607592,-3.33513804515487,0.00160631557047383,0.102568340492641,-1.2198136211914
"LINC00963",0.474636526039251,4.20347764947561,3.33408172001783,0.00161131049677648,0.102568340492641,-1.33816781323988
"AL512770.1",1.05796028694943,0.227992741052802,3.3335751629771,0.00161371101522922,0.102568340492641,-1.30194168840121
"PPT1",-0.388147127302869,4.51492302379236,-3.33116004094208,0.00162520269056001,0.102837602392846,-1.3714545835713
"AL590550.1",1.34219727048813,-0.599328036856806,3.32140737554178,0.00167240162627813,0.105353869559405,-1.41764046865508
"DCAF10",-0.469261921550326,3.22853814437319,-3.31728625972444,0.00169273394622316,0.105740597652862,-1.28286015099202
"CTPS1",0.456869563550791,4.0772353143539,3.31713977236511,0.0016934609614223,0.105740597652862,-1.37088822317062
"PPA2",-0.493362402886727,4.03915183001093,-3.3088163941732,0.00173525903343513,0.107875269911884,-1.38285872341955
"TRBC1",-0.399914413202965,8.47541367936029,-3.30628063463117,0.00174818594000497,0.107953668303848,-1.67719122282583
"OSBPL5",1.27966337075228,0.195976507711472,3.30558408604519,0.00175175276632461,0.107953668303848,-1.3648626177656
"CCNK",0.32835227587511,5.84242649864393,3.30265761785595,0.00176681379106292,0.108410470452493,-1.56447794992028
"EED",0.365074532716041,4.74111097981152,3.29879421324216,0.0017868845381237,0.108660508962042,-1.48327744462864
"STX17",-0.359432937914051,4.93012874568567,-3.29639712979917,0.00179944589291254,0.108660508962042,-1.50336443135352
"ITM2B",-0.208722683527629,9.63401260733638,-3.29622221922903,0.00180036573480207,0.108660508962042,-1.73428902912555
"SPATC1L",-0.583643561276495,2.73151206173465,-3.29378423208733,0.00181323334799479,0.108660508962042,-1.30684088850766
"HIST1H2AH",1.03648176218963,1.01998466625686,3.29348605742975,0.001814813063336,0.108660508962042,-1.31927767389459
"DCAF5",0.26296211064223,5.07387307825354,3.29195808939934,0.00182292862322573,0.108660508962042,-1.53207920464064
"LINC02384",1.21357348824585,1.42614751384762,3.29165320428566,0.0018245520765462,0.108660508962042,-1.29574242983401
