"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ABCB7",0.102746713645717,3.57691298253858,0.569176801291641,0.571541113029894,0.872832193786371,-5.59658490542592
"ARL5A",0.05003416785138,6.13446063837281,0.568993331954855,0.571664751115475,0.872857003682426,-6.04780492116713
"GPR180",0.134328601457149,2.42131088231197,0.568822554742947,0.571779847849766,0.872857003682426,-5.38859157690724
"DRC3",0.205388346456479,0.112818508641857,0.568714085862084,0.571852957238743,0.872857003682426,-5.16003282221464
"SUCLG2",-0.0602176180522356,5.23543828219435,-0.568663184210076,0.571887267165735,0.872857003682426,-5.90765056591599
"HSP90AA1",0.0495580932611545,9.6556759335239,0.568651347079039,0.571895246050876,0.872857003682426,-6.43485486674945
"AC093227.1",0.204604607098339,0.0352921815574976,0.568632255234436,0.571908115131282,0.872857003682426,-5.1611556094283
"COPB1",0.0853704140630025,5.46110122788679,0.568524666402098,0.571980639281609,0.87287846740737,-5.94927214826526
"ZNF717",-0.184764061378768,0.704333739883489,-0.568250673624242,0.572165354316952,0.873007928905742,-5.1962913265284
"FCRL2",0.21444430952692,-0.279156640183606,0.568166976935219,0.572221785101534,0.873007928905742,-5.14465064229725
"TMEM67",-0.128139532357465,2.80707748595598,-0.568082413089696,0.57227880330728,0.873007928905742,-5.46449105242531
"RNFT1-DT",0.211331700553423,0.100496917428376,0.568000297180476,0.572334173615384,0.873007928905742,-5.16105246944036
"MAN2B1",-0.069167998888871,4.69241686157457,-0.567965229469319,0.572357820377625,0.873007928905742,-5.81545114693305
"LONRF1",0.160743271775593,2.37006696511406,0.567686188037088,0.572545999813745,0.873168984150563,-5.37886042402032
"LINC02649",0.192947033364268,-0.154300295328701,0.567618969342136,0.572591335141089,0.873168984150563,-5.14939145444424
"TCTE3",-0.0987713129220404,3.05834270871108,-0.567461351724674,0.572697646455317,0.873168984150563,-5.50558044788662
"PCIF1",0.098297692082495,6.24505965867037,0.567313804961835,0.572797173813359,0.873168984150563,-6.06806982330516
"TLR3",-0.141314703845124,1.80452145178515,-0.567307607531111,0.572801354461752,0.873168984150563,-5.30203996536408
"TPRKB",0.0681069817995179,5.18367868735077,0.567230550231864,0.572853336837815,0.873168984150563,-5.90167881863997
"PPP1R11",-0.0854610206696345,4.9762686948802,-0.567098368973749,0.572942510850676,0.873168984150563,-5.86482882827319
"C11orf21",-0.121596433812586,4.96404262889781,-0.567049581622,0.572975426182063,0.873168984150563,-5.86672614197317
"AC127035.1",0.176345586726673,1.19426646094297,0.567028376048785,0.57298973321996,0.873168984150563,-5.23131118240625
"GET3",-0.0861728405973703,5.05231709473912,-0.566894424710456,0.573080111922882,0.873187261188182,-5.87670221288063
"RPL27A",-0.0525411858385642,11.072251952661,-0.566673541923459,0.573229159572338,0.873187261188182,-6.5787614118919
"BCL10",0.0700950966568203,5.69401802442462,0.566669565538787,0.573231842936772,0.873187261188182,-5.98656754146555
"HVCN1",-0.182994822808357,2.20501984049103,-0.566663919630898,0.573235652947998,0.873187261188182,-5.35614792356121
"SNX11",0.106435075886541,3.00575180522829,0.566419684016166,0.573400481551657,0.87322530756882,-5.49164750820387
"PLD6",-0.202739676630818,0.928420231737534,-0.566303226359833,0.573479084084485,0.87322530756882,-5.21462060482093
"LAPTM4B",-0.216157683832346,-0.0259477635610881,-0.566244645944671,0.573518624636512,0.87322530756882,-5.1554208294226
"SRSF2",-0.065711655762181,7.45834844071729,-0.566227611302816,0.573530122911782,0.87322530756882,-6.22296062917117
"KYAT3",0.0795025239032299,4.0470571631732,0.566193645247282,0.573553050119042,0.87322530756882,-5.68969543043407
"TMEM14C",-0.114609180721095,4.37633681513739,-0.565899143186319,0.573751858757929,0.873315425320567,-5.75712562770422
"AC079907.1",0.188783227913588,-0.222954633720995,0.565846263996285,0.573787559309227,0.873315425320567,-5.14887363952793
"STX1A",-0.186089840812013,0.496033125753119,-0.565788522878202,0.573826543549562,0.873315425320567,-5.18254442328737
"CLIC3",-0.100766740766995,5.85985410131442,-0.565720781045126,0.573872281472255,0.873315425320567,-6.00549216978541
"CREB5",0.192637436849847,0.044551985648304,0.565672780129647,0.573904691798634,0.873315425320567,-5.15831392102252
"LCP1",-0.0686089899992434,8.79401952401134,-0.565545769927203,0.573990453670535,0.87335692079433,-6.35558107437938
"AC008915.1",0.182888395565721,-0.255253690758586,0.565349448456073,0.57412302928071,0.873469630139626,-5.14665598652216
"CBWD6",-0.164116948056853,0.799278694815994,-0.565190573067435,0.574230328509512,0.873532586463672,-5.20657554370103
"RHOF",0.0632568847225422,6.36669237576078,0.565114929518838,0.574281419109732,0.873532586463672,-6.08382930405492
"ZNF587B",-0.14502303215083,2.72863838619638,-0.564846574967379,0.574462686967164,0.873645122788454,-5.44943700316973
"UTP20",-0.127935816018093,2.80865001628156,-0.564832155893665,0.574472427535801,0.873645122788454,-5.46564428377145
"TIPARP-AS1",-0.154181861613191,2.28737041799738,-0.564733369583232,0.574539163166373,0.873657627582964,-5.37087723585084
"ADARB2",-0.193085622776461,-0.443553214623195,-0.564566897066688,0.574651633109057,0.873739667408485,-5.14197548398331
"KIAA0895L",0.176064409391315,0.946971969364495,0.564314351266379,0.574822275165392,0.873825609457199,-5.21514185242668
"U2AF1L4",-0.0855003900169792,4.80462153832345,-0.564310015482457,0.574825205015646,0.873825609457199,-5.83633403673284
"PTPMT1",0.0686640499500722,4.6704765343052,0.564167672678815,0.574921395364886,0.873882862078093,-5.81064935250059
"IRF3",-0.076308567262497,5.95257062587326,-0.564024845234859,0.575017921076882,0.873898482678357,-6.02470774976048
"TRIM46",-0.177764498202455,0.593903864171877,-0.563894632149188,0.575105928606705,0.873898482678357,-5.19634789358682
"AC006329.1",-0.211717918907776,-0.514878351880392,-0.563728047777007,0.575218528050343,0.873898482678357,-5.14085493419095
"AL354920.1",0.210803117033876,-0.0554212382700914,0.563660353951923,0.575264287424381,0.873898482678357,-5.15523737554099
"NBPF15",0.195180183896529,1.25970740160794,0.563630948039624,0.575284165654253,0.873898482678357,-5.24349189200722
"NOTCH4",-0.199009524520192,-0.0377096197391522,-0.563550093720676,0.575338824434294,0.873898482678357,-5.15624633979809
"GAS6",-0.197365276028891,-0.106237321796122,-0.563546319425817,0.575341375978049,0.873898482678357,-5.15379561301471
"AC104825.1",-0.182579414513301,0.273289599480536,-0.563304479291571,0.575504879078081,0.874049893277138,-5.17317752520924
"PCCA-DT",0.211941926449961,0.543390440998724,0.56306508812589,0.575666748688875,0.874049893277138,-5.18346490870492
"AC012368.1",-0.180800409862357,0.36584688729785,-0.563050243706932,0.575676786797165,0.874049893277138,-5.18021281008327
"ZNRF1",0.184746200822092,0.91289502466777,0.56300578710649,0.57570684979339,0.874049893277138,-5.21687679429655
"AC004223.2",-0.200682633622618,-0.348068053258439,-0.562966000698528,0.575733755299755,0.874049893277138,-5.14637237577421
"PWP2",0.178186557500543,0.0620847362443753,0.562751157964713,0.575879052958177,0.874096262435796,-5.1614475338449
"MAMDC4",0.181971276789872,0.255468783156251,0.562552646743641,0.576013321458761,0.874096262435796,-5.16979626638419
"UQCRHL",-0.171323059569064,1.05726902284111,-0.562193722588822,0.57625612817202,0.874096262435796,-5.22332784332685
"LINC01163",-0.198393396767499,-0.445966938805559,-0.562099656647354,0.576319770550054,0.874096262435796,-5.14328008233471
